gene_id,true_log2fc,is_de,direction
GENE_8001,1.581197054448207,1,up
GENE_8002,2.191427084002453,1,up
GENE_8003,1.9903614401463587,1,up
GENE_8004,2.2270249916190363,1,up
GENE_8005,1.6771058578286118,1,up
GENE_8006,2.2202443500001934,1,up
GENE_8007,1.7180754059657868,1,up
GENE_8008,2.1688261830925013,1,up
GENE_8009,2.3755473325228724,1,up
GENE_8010,1.8983010060301568,1,up
GENE_8011,2.6940088456651847,1,up
GENE_8012,2.242592738073928,1,up
GENE_8013,-1.7913739291137925,1,down
GENE_8014,-1.5365531628521836,1,down
GENE_8015,-1.798988323670501,1,down
GENE_8016,-1.8827645608625403,1,down
GENE_8017,-1.4352936410979662,1,down
GENE_8018,-2.1913235014417367,1,down
GENE_8019,-2.2993551251088884,1,down
GENE_8020,-2.123883989062559,1,down
GENE_8021,-2.30534936942189,1,down
GENE_8022,-2.4912095368534652,1,down
GENE_8023,-2.15105259433546,1,down
GENE_8024,-0.24426490360791225,0,none
GENE_8025,0.3484177128379842,0,none
GENE_8026,-0.30150715856545945,0,none
GENE_8027,-0.0585199843647457,0,none
GENE_8028,0.30963786120989256,0,none
GENE_8029,-0.03337799416972237,0,none
GENE_8030,-0.3427892434135955,0,none
GENE_8031,-0.2935752327686108,0,none
GENE_8032,-0.3001888446853555,0,none
GENE_8033,0.1507523081464739,0,none
GENE_8034,-0.22657148043060799,0,none
GENE_8035,0.07400499305019986,0,none
GENE_8036,0.024046797445823165,0,none
GENE_8037,0.1270130476705183,0,none
GENE_8038,-0.07317708854793786,0,none
GENE_8039,0.15455463934763414,0,none
GENE_8040,0.19760419665798457,0,none
GENE_8041,-0.2502910637081254,0,none
GENE_8042,-0.07570813749258337,0,none
GENE_8043,-0.3416954733417447,0,none
GENE_8044,0.01761657232323871,0,none
GENE_8045,-0.032786494096109065,0,none
GENE_8046,0.17850260591154965,0,none
GENE_8047,0.26272111019790323,0,none
GENE_8048,-0.2590290179482014,0,none
GENE_8049,-0.05703251906797363,0,none
GENE_8050,-0.09464743027655997,0,none
GENE_8051,-0.1081286427587157,0,none
GENE_8052,-0.18360655205846568,0,none
GENE_8053,-0.17328941086773533,0,none
GENE_8054,0.0847133698856617,0,none
GENE_8055,-0.34686013960171663,0,none
GENE_8056,-0.03957566471109808,0,none
GENE_8057,-0.32241795586438066,0,none
GENE_8058,-0.015074688600341946,0,none
GENE_8059,0.3225418302397559,0,none
GENE_8060,0.04887745140215516,0,none
