gene_id,true_log2fc,is_de,direction
GENE_11001,2.311469615947772,1,up
GENE_11002,2.1260205501095215,1,up
GENE_11003,2.6858072681078657,1,up
GENE_11004,2.295429018994452,1,up
GENE_11005,1.7418656362561886,1,up
GENE_11006,2.342410095385411,1,up
GENE_11007,2.262883230620305,1,up
GENE_11008,1.9417516629085791,1,up
GENE_11009,2.503849457318826,1,up
GENE_11010,2.4985923497632276,1,up
GENE_11011,1.9376327941686577,1,up
GENE_11012,2.479902519329041,1,up
GENE_11013,-1.9590023372052827,1,down
GENE_11014,-2.0919929462796616,1,down
GENE_11015,-1.7754028046410195,1,down
GENE_11016,-1.6948229989018122,1,down
GENE_11017,-1.9285407557692702,1,down
GENE_11018,-1.4572381254999802,1,down
GENE_11019,-1.410686771218285,1,down
GENE_11020,-1.3480338633228932,1,down
GENE_11021,-1.7810646125018497,1,down
GENE_11022,-2.1133807020290627,1,down
GENE_11023,-1.7540800122752271,1,down
GENE_11024,0.2574755170970605,0,none
GENE_11025,-0.28476323411897425,0,none
GENE_11026,-0.2662290007989476,0,none
GENE_11027,0.22941391409793732,0,none
GENE_11028,-0.065768935836226,0,none
GENE_11029,-0.13906283310899198,0,none
GENE_11030,0.04222584083122799,0,none
GENE_11031,0.062438346404918466,0,none
GENE_11032,-0.004372191201576503,0,none
GENE_11033,-0.3438615845620208,0,none
GENE_11034,-0.27606889436511495,0,none
GENE_11035,-0.006740560299327458,0,none
GENE_11036,0.16437028921614905,0,none
GENE_11037,-0.3414180420337301,0,none
GENE_11038,-0.09719290454624863,0,none
GENE_11039,-0.2001535023322596,0,none
GENE_11040,0.06629750908850546,0,none
GENE_11041,-0.2739323448237815,0,none
GENE_11042,0.1658076983449115,0,none
GENE_11043,0.29008963375483865,0,none
GENE_11044,-0.06688174553897863,0,none
GENE_11045,-0.16370930448586346,0,none
GENE_11046,-0.06713658032617453,0,none
GENE_11047,-0.020310646389226583,0,none
GENE_11048,0.2437029816334204,0,none
GENE_11049,0.13665543581158113,0,none
GENE_11050,0.2622546418491132,0,none
GENE_11051,-0.02203497444103847,0,none
GENE_11052,-0.20104635257504305,0,none
GENE_11053,0.23313304512998057,0,none
GENE_11054,0.3360667731180884,0,none
GENE_11055,-0.32383129330859556,0,none
GENE_11056,0.03297495077851753,0,none
GENE_11057,-0.3236018392442185,0,none
GENE_11058,0.04243472886094429,0,none
GENE_11059,0.2848240080903591,0,none
GENE_11060,-0.15716683451107932,0,none
