gene_id,true_log2fc,is_de,direction
GENE_7001,1.876890933305388,1,up
GENE_7002,1.574245100009124,1,up
GENE_7003,1.5674649172960875,1,up
GENE_7004,1.6859904648353894,1,up
GENE_7005,2.473431394004909,1,up
GENE_7006,1.8496663613712758,1,up
GENE_7007,2.600541518523604,1,up
GENE_7008,2.2589866050375482,1,up
GENE_7009,2.463958679447525,1,up
GENE_7010,1.731623460053988,1,up
GENE_7011,1.5834721398555578,1,up
GENE_7012,1.8155171678743955,1,up
GENE_7013,-1.7223246559804823,1,down
GENE_7014,-2.2269011503312526,1,down
GENE_7015,-2.0161841296238,1,down
GENE_7016,-2.3208498202003294,1,down
GENE_7017,-2.4272552209937106,1,down
GENE_7018,-1.4812935494359796,1,down
GENE_7019,-1.6391328536521352,1,down
GENE_7020,-1.5090333632275243,1,down
GENE_7021,-1.4576817897479255,1,down
GENE_7022,-1.3755898335722039,1,down
GENE_7023,-1.8453776002308404,1,down
GENE_7024,-0.0018495639667332475,0,none
GENE_7025,-0.345716283940124,0,none
GENE_7026,-0.2999239681496872,0,none
GENE_7027,-0.32501166846151835,0,none
GENE_7028,0.2035418318098413,0,none
GENE_7029,0.18300016626563398,0,none
GENE_7030,0.19494532273229115,0,none
GENE_7031,-0.23863176344021061,0,none
GENE_7032,0.1218060451089627,0,none
GENE_7033,-0.0886685530001638,0,none
GENE_7034,-0.21893593918876353,0,none
GENE_7035,0.06485901695143331,0,none
GENE_7036,-0.30583507382993375,0,none
GENE_7037,-0.29018336866573785,0,none
GENE_7038,0.2375623149753281,0,none
GENE_7039,0.2845865807514302,0,none
GENE_7040,-0.33716595318141607,0,none
GENE_7041,0.13460579996710914,0,none
GENE_7042,0.01012611063406793,0,none
GENE_7043,0.08307797141200884,0,none
GENE_7044,0.27556166262280635,0,none
GENE_7045,-0.26969215096869764,0,none
GENE_7046,-0.23952566268197606,0,none
GENE_7047,0.046617482668886934,0,none
GENE_7048,0.26998496133123095,0,none
GENE_7049,0.2794551745190831,0,none
GENE_7050,-0.2805974027189978,0,none
GENE_7051,0.06386271417183298,0,none
GENE_7052,-0.14955336858611715,0,none
GENE_7053,0.054748542619700746,0,none
GENE_7054,-0.2297970997997537,0,none
GENE_7055,-0.29221355083061895,0,none
GENE_7056,0.22913840214644643,0,none
GENE_7057,-0.16565753655296306,0,none
GENE_7058,0.13497709628651505,0,none
GENE_7059,-0.12996038714834557,0,none
GENE_7060,0.32601284565847133,0,none
